,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
203,Honda Amaze S Diesel,Kolkata,7,45000,Diesel,Manual,First,27.4,1498,98.6,5.0,3.25,Honda
204,Hyundai Verna 1.6 SX,Jaipur,8,117837,Diesel,Manual,Second,22.32,1582,126.32,5.0,4.75,Hyundai
205,Renault Duster 85PS Diesel RxL Optional,Mumbai,6,30000,Diesel,Manual,First,20.46,1461,83.8,5.0,5.95,Renault
206,Hyundai Creta 1.6 VTVT S,Delhi,5,27057,Petrol,Manual,Second,15.29,1591,121.3,5.0,8.15,Hyundai
207,Maruti Wagon R AMT VXI,Mumbai,4,8500,Petrol,Automatic,First,20.51,998,67.0,5.0,4.22,Maruti
208,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,10,30500,Petrol,Automatic,First,11.74,1796,186.0,5.0,10.5,Mercedes
209,Audi A8 L 3.0 TDI quattro,Delhi,8,56000,Diesel,Automatic,First,11.8,2967,246.7,5.0,45.0,Audi
210,Hyundai i10 Magna 1.1,Pune,8,44000,Petrol,Manual,Second,19.81,1086,68.05,5.0,2.9,Hyundai
211,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,3,10500,Petrol,Automatic,First,14.3,1598,103.52,5.0,8.9,Skoda
212,Skoda Superb Style 1.8 TSI AT,Hyderabad,3,26000,Petrol,Automatic,First,14.67,1798,177.46,5.0,26.0,Skoda
213,Hyundai i20 Active 1.2 SX,Coimbatore,2,25166,Petrol,Manual,First,17.19,1197,81.86,5.0,8.22,Hyundai
214,Honda Amaze VX i-DTEC,Kolkata,6,64000,Diesel,Manual,Second,25.8,1498,98.6,5.0,3.5,Honda
215,Maruti Wagon R LXI,Chennai,16,61000,Petrol,Manual,Second,18.9,998,67.1,5.0,1.25,Maruti
216,Mahindra Verito 1.5 D4 BSIV,Hyderabad,7,107000,Diesel,Manual,First,21.03,1461,65.0,5.0,3.7,Mahindra
217,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2,29161,Diesel,Automatic,First,19.27,2143,167.62,5.0,39.41,Mercedes
218,Maruti Wagon R VXI,Kolkata,7,32000,Petrol,Manual,First,22.5,998,67.04,5.0,2.65,Maruti
219,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,5,46173,Diesel,Manual,Second,19.01,1461,108.5,5.0,8.92,Nissan
220,Mini Cooper Convertible S,Kochi,3,26327,Petrol,Automatic,First,16.82,1998,189.08,4.0,35.67,Mini
221,Tata Indica V2 DLS BSII,Jaipur,13,200000,Diesel,Manual,Second,17.2,1396,53.5,5.0,0.85,Tata
222,Chevrolet Beat LT,Kochi,4,60813,Petrol,Manual,Second,18.6,1199,76.8,5.0,3.32,Chevrolet
223,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,8,45000,Diesel,Manual,First,22.07,1199,73.9,5.0,3.6,Volkswagen
224,Maruti Swift ZDi,Hyderabad,4,64000,Diesel,Manual,First,22.9,1248,74.0,5.0,6.8,Maruti
225,Ford Figo Diesel EXI,Kolkata,8,41284,Diesel,Manual,First,20.0,1399,68.05,5.0,2.5,Ford
226,Toyota Innova Crysta 2.8 GX AT,Kochi,1,14165,Diesel,Automatic,First,11.36,2755,171.5,7.0,19.64,Toyota
227,Hyundai Santa Fe 4x4 AT,Mumbai,9,67000,Diesel,Automatic,Second,11.72,2199,194.3,7.0,7.0,Hyundai
228,Honda City i-VTEC V,Kolkata,9,32572,Petrol,Manual,First,17.4,1497,117.3,5.0,3.87,Honda
229,Hyundai i20 1.2 Magna Executive,Kochi,2,14960,Petrol,Manual,First,18.6,1197,81.83,5.0,6.27,Hyundai
230,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,5,55980,Diesel,Automatic,First,19.27,2143,167.62,5.0,18.12,Mercedes
231,Chevrolet Beat Diesel LT,Mumbai,7,74000,Diesel,Manual,First,25.44,936,57.6,5.0,2.65,Chevrolet
232,Hyundai i20 Sportz 1.4 CRDi,Kochi,5,56847,Diesel,Manual,First,22.54,1396,88.73,5.0,7.2,Hyundai
233,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,5,121374,Diesel,Manual,First,12.99,2494,100.6,7.0,14.3,Toyota
234,Maruti Ertiga VDI,Chennai,7,52000,Diesel,Manual,First,20.77,1248,88.76,7.0,6.9,Maruti
235,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,6,118000,Diesel,Manual,First,12.8,2494,102.0,7.0,10.75,Toyota
236,Honda City i VTEC V,Kochi,4,33915,Petrol,Manual,First,17.8,1497,117.3,5.0,8.09,Honda
237,BMW X1 sDrive20d,Ahmedabad,6,82002,Diesel,Automatic,First,17.05,1995,184.0,5.0,18.5,BMW
238,Hyundai Grand i10 CRDi Era,Mumbai,3,33000,Diesel,Manual,First,24.0,1120,70.0,5.0,4.75,Hyundai
239,Maruti Ciaz 1.3 Alpha,Chennai,4,34000,Diesel,Manual,First,28.09,1248,88.5,5.0,8.45,Maruti
240,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,8,55000,Diesel,Manual,First,20.5,1598,103.6,5.0,3.5,Skoda
241,Hyundai Accent CRDi,Kochi,14,160538,Diesel,Manual,First,13.1,1493,82.0,5.0,1.8,Hyundai
242,Volkswagen Polo GT 1.5 TDI,Jaipur,6,60000,Diesel,Manual,Second,19.91,1498,103.6,5.0,3.7,Volkswagen
243,Honda Jazz 1.2 VX i VTEC,Coimbatore,3,49575,Petrol,Manual,First,18.7,1199,88.7,5.0,7.17,Honda
244,Hyundai i10 Era,Jaipur,10,83000,Petrol,Manual,First,19.81,1086,68.05,5.0,1.75,Hyundai
245,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2,51346,Diesel,Automatic,First,16.38,1995,183.0,5.0,21.99,Hyundai
246,Toyota Innova Crysta 2.4 ZX MT,Pune,3,43000,Diesel,Manual,First,13.68,2393,147.8,7.0,18.65,Toyota
247,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,9,35000,Petrol,Manual,Third,19.7,796,35.0,5.0,1.85,Maruti
248,Maruti Swift VXI BSIV,Coimbatore,3,27872,Petrol,Manual,Second,20.4,1197,81.8,5.0,5.95,Maruti
249,Hyundai Grand i10 Magna,Mumbai,6,16514,Petrol,Manual,First,18.9,1197,82.0,5.0,3.75,Hyundai
250,Maruti Swift VDI,Pune,8,120000,Diesel,Manual,First,22.9,1248,74.0,5.0,3.75,Maruti
251,Hyundai Verna CRDi 1.6 SX,Hyderabad,12,143275,Diesel,Manual,First,22.0,1582,126.2,5.0,2.6,Hyundai
252,Hyundai i20 1.2 Sportz,Mumbai,10,52000,Petrol,Manual,First,17.0,1197,80.0,5.0,2.8,Hyundai
253,Mercedes-Benz GLE 350d,Coimbatore,3,29819,Diesel,Automatic,First,11.57,2987,254.79,5.0,61.29,Mercedes
254,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,6,57000,Diesel,Manual,Second,15.8,2148,170.0,5.0,18.0,Mercedes
255,Maruti Ritz ZDi,Hyderabad,6,88500,Diesel,Manual,First,23.2,1248,73.94,5.0,4.35,Maruti
256,Hyundai Creta 1.6 CRDi SX,Bangalore,4,28000,Diesel,Manual,First,19.67,1582,126.2,5.0,13.75,Hyundai
257,Maruti A-Star Vxi,Pune,10,67000,Petrol,Manual,First,19.0,998,66.1,5.0,2.0,Maruti
258,Renault Duster 110PS Diesel RXZ Option,Delhi,4,26000,Diesel,Manual,First,19.64,1461,108.45,5.0,10.0,Renault
259,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,10,120000,Diesel,Manual,First,17.8,1248,76.0,5.0,1.65,Fiat
260,BMW X3 xDrive30d M Sport,Coimbatore,3,51982,Diesel,Automatic,First,16.55,2993,258.0,5.0,45.77,BMW
261,Hyundai i10 Sportz,Bangalore,10,36000,Petrol,Manual,Second,20.36,1197,78.9,5.0,3.25,Hyundai
262,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,4,47000,Diesel,Manual,First,12.8,2494,102.0,7.0,12.8,Toyota
263,Maruti Zen VXI BSII,Mumbai,18,60000,Petrol,Manual,Third,17.3,993,60.0,5.0,0.55,Maruti
264,Maruti Swift VDI,Hyderabad,2,31025,Diesel,Manual,First,28.4,1248,74.0,5.0,7.15,Maruti
265,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,7,105000,Diesel,Manual,Second,12.05,2179,120.0,8.0,7.0,Mahindra
266,Tata Zest Quadrajet 1.3 75PS XE,Pune,3,121900,Diesel,Manual,First,22.95,1248,74.0,5.0,3.75,Tata
267,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,3,22695,Petrol,Manual,First,18.88,999,123.24,5.0,8.5,Ford
268,Maruti Swift Dzire ZDI,Jaipur,8,73000,Diesel,Manual,First,23.4,1248,74.0,5.0,4.35,Maruti
269,Maruti Alto 800 LXI,Kochi,4,32227,Petrol,Manual,First,22.74,796,47.3,5.0,3.26,Maruti
270,Honda City 1.5 S MT,Jaipur,9,55000,Petrol,Manual,First,17.0,1497,118.0,5.0,4.21,Honda
271,Audi Q7 3.0 TDI Quattro Technology,Kochi,2,11287,Diesel,Automatic,First,12.07,2967,241.4,7.0,70.36,Audi
272,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,11,48000,Diesel,Automatic,Second,17.0,1896,105.0,5.0,2.95,Skoda
273,Hyundai Verna 1.6 SX VTVT (O),Kochi,8,54308,Petrol,Manual,First,17.1,1591,121.3,5.0,4.28,Hyundai
274,Honda City 1.5 V AT,Jaipur,11,78442,Petrol,Automatic,First,16.8,1497,118.0,5.0,3.57,Honda
275,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,7,46000,Diesel,Manual,First,21.9,1396,88.8,5.0,3.11,Hyundai
276,Hyundai i20 Sportz AT 1.4,Coimbatore,6,45051,Petrol,Automatic,First,15.0,1396,98.6,5.0,5.96,Hyundai
277,Volkswagen Vento Diesel Highline,Hyderabad,9,69000,Diesel,Manual,First,20.54,1598,103.6,5.0,4.7,Volkswagen
278,Honda City i VTEC VX,Ahmedabad,6,49000,Petrol,Manual,First,17.4,1497,117.3,5.0,6.9,Honda
279,Tata Zest Quadrajet 1.3 75PS XE,Pune,2,45000,Diesel,Manual,First,22.95,1248,74.0,5.0,5.25,Tata
280,BMW 5 Series 2003-2012 520d,Pune,5,64000,Diesel,Automatic,First,18.48,1995,177.0,5.0,28.0,BMW
281,Maruti Wagon R LXI Minor,Delhi,11,60000,Petrol,Manual,First,18.9,1061,67.0,5.0,1.35,Maruti
282,Honda Jazz VX,Delhi,5,62178,Petrol,Manual,First,18.2,1199,88.7,5.0,4.85,Honda
283,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,8,58006,Diesel,Manual,First,15.0,1896,105.0,5.0,6.7,Volkswagen
284,Hyundai i10 Magna 1.2,Hyderabad,10,74000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.1,Hyundai
285,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,5,77771,Diesel,Automatic,First,19.27,2143,170.0,5.0,18.64,Mercedes
286,Hyundai i10 Magna 1.2 iTech SE,Pune,8,45275,Petrol,Manual,First,20.36,1197,78.9,5.0,2.8,Hyundai
287,Toyota Innova Crysta 2.4 ZX MT,Chennai,4,48000,Diesel,Manual,First,13.68,2393,147.8,7.0,20.25,Toyota
288,Audi A6 2011-2015 2.0 TDI Technology,Kochi,5,31652,Diesel,Automatic,First,17.68,1968,174.33,5.0,26.78,Audi
289,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,10,109000,Diesel,Manual,Second,12.99,2494,100.6,7.0,8.26,Toyota
290,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,5,31978,Petrol,Manual,First,16.47,1198,73.9,5.0,3.89,Volkswagen
291,Maruti Alto K10 LXI,Hyderabad,9,70000,Petrol,Manual,First,20.92,998,67.1,5.0,2.1,Maruti
292,Honda City i-VTEC CVT ZX,Mumbai,3,15000,Petrol,Automatic,First,18.0,1497,117.3,5.0,12.69,Honda
293,Tata Indigo LX,Coimbatore,7,59138,Diesel,Manual,First,17.0,1405,70.0,5.0,2.58,Tata
294,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,6,61726,Diesel,Automatic,First,17.68,1968,174.33,5.0,20.77,Audi
295,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,5,48000,Diesel,Automatic,First,17.9,2143,136.0,5.0,20.26,Mercedes
296,Maruti Celerio VXI AT,Hyderabad,6,77815,Petrol,Automatic,First,23.1,998,67.04,5.0,4.25,Maruti
297,Mercedes-Benz GLE 250d,Hyderabad,3,29000,Diesel,Automatic,First,17.9,2143,201.15,5.0,57.0,Mercedes
298,Land Rover Range Rover HSE Dynamic,Delhi,3,44000,Diesel,Automatic,First,12.7,2179,187.7,5.0,44.0,Land
299,Volkswagen Vento Diesel Trendline,Hyderabad,9,108626,Diesel,Manual,First,20.54,1598,103.6,5.0,3.65,Volkswagen
300,Maruti Omni 8 Seater BSIV,Hyderabad,8,71791,Petrol,Manual,First,14.0,796,35.0,5.0,2.05,Maruti
301,Honda Brio 1.2 VX MT,Kochi,8,91931,Petrol,Manual,First,18.5,1198,86.8,5.0,3.13,Honda
302,Tata Sumo Delux,Hyderabad,20,158000,Diesel,Manual,Second,14.07,2956,83.1,7.0,1.5,Tata
303,Tata Indica Vista Aura 1.3 Quadrajet,Pune,8,91183,Diesel,Manual,First,18.0,1248,75.0,5.0,2.85,Tata
304,Maruti Wagon R LXI BS IV,Delhi,8,65000,Petrol,Manual,First,18.9,998,67.1,5.0,2.65,Maruti
305,Mahindra XUV500 W8 4WD,Hyderabad,5,88428,Diesel,Manual,First,16.0,2179,140.0,7.0,10.6,Mahindra
306,Tata Indigo LS Dicor,Pune,12,138000,Diesel,Manual,Second,17.1,1396,70.0,5.0,1.25,Tata
307,Maruti Ertiga Paseo VXI,Mumbai,2,18000,Petrol,Manual,First,16.02,1373,93.7,7.0,8.25,Maruti
308,Honda Accord 2.4 A/T,Mumbai,9,60000,Petrol,Automatic,First,11.7,2354,177.6,5.0,4.45,Honda
309,Maruti Swift Dzire VDi,Kolkata,8,48000,Diesel,Manual,First,19.3,1248,73.9,5.0,3.7,Maruti
310,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,11,160000,Diesel,Manual,First,17.8,1399,68.0,5.0,2.8,Ford
311,Honda City ZX GXi,Kolkata,12,40000,Petrol,Manual,First,17.7,1497,78.0,5.0,1.8,Honda
312,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,6,51495,Diesel,Automatic,First,17.68,1968,174.33,5.0,21.95,Audi
313,BMW 6 Series 640d Gran Coupe,Mumbai,9,30000,Diesel,Automatic,First,9.52,2993,313.0,4.0,49.0,BMW
314,Audi Q7 45 TDI Quattro Technology,Coimbatore,3,97430,Diesel,Automatic,First,14.75,2967,245.0,7.0,62.67,Audi
315,Maruti Zen Estilo LXI Green (CNG),Pune,12,42496,CNG,Manual,First,26.3,998,67.1,5.0,1.4,Maruti
316,Hyundai i20 1.4 CRDi Asta,Pune,8,83000,Diesel,Manual,First,23.0,1396,90.0,5.0,5.5,Hyundai
317,Hyundai i10 Sportz AT,Bangalore,11,37000,Petrol,Automatic,Third,16.95,1197,78.9,5.0,2.95,Hyundai
318,Honda Jazz 1.2 V CVT i VTEC,Kochi,4,28503,Petrol,Automatic,First,19.0,1199,88.7,5.0,6.86,Honda
319,Maruti Swift VDI BSIV,Hyderabad,5,76496,Diesel,Manual,First,25.2,1248,74.0,5.0,6.15,Maruti
320,Hyundai i20 Asta 1.2,Pune,9,79152,Petrol,Manual,Second,18.5,1197,82.85,5.0,3.3,Hyundai
321,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,9,32000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.55,Volkswagen
322,Maruti Alto LXi,Ahmedabad,11,35000,Petrol,Manual,First,19.7,796,46.3,5.0,1.5,Maruti
323,Toyota Corolla H4,Chennai,16,105000,Petrol,Automatic,Second,11.3,1794,125.0,5.0,2.5,Toyota
324,Maruti Alto LXi,Chennai,14,56000,Petrol,Manual,Second,19.7,796,46.3,5.0,1.4,Maruti
325,Tata Manza ELAN Quadrajet BS IV,Pune,8,73000,Diesel,Manual,First,21.12,1248,88.8,5.0,3.4,Tata
326,Maruti Alto LXi,Pune,8,38000,Petrol,Manual,First,19.7,796,46.3,5.0,2.25,Maruti
327,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,7,775000,Diesel,Automatic,First,19.3,1968,141.0,5.0,7.5,Skoda
328,Toyota Corolla H4,Kolkata,12,80000,Petrol,Automatic,First,11.3,1794,125.0,5.0,2.8,Toyota
329,Hyundai i20 Asta Option 1.2,Coimbatore,4,24973,Petrol,Manual,First,18.6,1197,81.83,5.0,7.66,Hyundai
330,Maruti Vitara Brezza LDi,Chennai,4,45000,Diesel,Manual,First,24.3,1248,88.5,5.0,7.15,Maruti
331,Honda City 1.5 V MT,Delhi,10,87430,Petrol,Manual,First,17.0,1497,118.0,5.0,3.5,Honda
332,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,6,133944,Diesel,Manual,Second,18.0,1248,75.0,5.0,3.5,Tata
333,Honda Amaze S i-Dtech,Kolkata,7,57000,Diesel,Manual,First,25.8,1498,98.6,5.0,3.45,Honda
334,Hyundai EON D Lite Plus,Coimbatore,4,27904,Petrol,Manual,First,21.1,814,55.2,5.0,3.55,Hyundai
335,BMW 3 Series Luxury Line,Kochi,5,30717,Diesel,Automatic,Second,21.76,1995,190.0,5.0,25.99,BMW
336,Hyundai Verna 1.6 SX,Bangalore,8,80000,Diesel,Manual,First,22.32,1582,126.32,5.0,5.25,Hyundai
337,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,7,47304,Diesel,Manual,First,21.02,1248,88.8,5.0,2.9,Tata
338,Skoda Octavia RS,Jaipur,15,100000,Petrol,Automatic,First,14.45,1984,227.0,5.0,2.05,Skoda
339,Maruti Alto K10 VXI,Pune,3,30000,Petrol,Manual,First,24.07,998,67.1,5.0,3.75,Maruti
340,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,6,68000,Diesel,Manual,First,22.7,1498,89.84,5.0,6.75,Ford
341,Chevrolet Spark 1.0 LS,Kolkata,9,21000,Petrol,Manual,Second,18.0,995,62.0,5.0,0.95,Chevrolet
342,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,3,21000,Diesel,Automatic,First,19.33,1999,177.0,5.0,52.0,Jaguar
343,Honda CR-V RVi MT,Jaipur,13,119000,Petrol,Manual,Third,13.1,1997,141.1,5.0,3.91,Honda
344,Skoda Superb L&K 1.8 TSI AT,Kochi,1,13747,Petrol,Automatic,First,14.67,1798,177.46,5.0,27.3,Skoda
345,Hyundai i10 Magna 1.2,Chennai,11,620000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.7,Hyundai
346,Maruti Swift LDI,Delhi,7,70000,Diesel,Manual,First,22.9,1248,74.0,5.0,3.5,Maruti
347,Maruti Swift Dzire VXi AT,Mumbai,4,18000,Petrol,Automatic,First,18.5,1197,83.14,5.0,6.2,Maruti
348,Nissan Micra Diesel XV,Chennai,9,83000,Diesel,Manual,First,23.08,1461,63.1,5.0,2.75,Nissan
349,Maruti Swift Dzire Tour LDI,Mumbai,5,130000,Diesel,Manual,First,23.4,1248,74.0,5.0,3.25,Maruti
350,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,8,63400,Diesel,Manual,First,17.8,1399,67.0,5.0,3.25,Ford
351,Maruti Zen LX,Kolkata,17,65000,Petrol,Manual,First,17.3,993,60.0,5.0,0.65,Maruti
352,Mini Clubman Cooper S,Pune,3,8350,Petrol,Manual,First,13.8,1998,192.0,5.0,35.0,Mini
353,Toyota Etios GD,Kolkata,6,45000,Diesel,Manual,First,23.59,1364,67.05,5.0,3.25,Toyota
354,Maruti Alto 800 2016-2019 LXI,Kolkata,2,26200,Petrol,Manual,First,24.7,796,47.3,5.0,2.9,Maruti
355,Maruti Alto VXi,Bangalore,9,11000,Petrol,Manual,Third,18.9,796,47.0,5.0,2.9,Maruti
356,BMW X5 3.0d,Bangalore,11,90000,Diesel,Automatic,Second,11.0,2993,235.0,5.0,17.75,BMW
357,Nissan Teana XV,Mumbai,5,74000,Petrol,Automatic,Second,11.07,2496,179.5,5.0,8.25,Nissan
358,Hyundai Grand i10 AT Asta,Coimbatore,5,37081,Petrol,Automatic,First,18.9,1197,82.0,5.0,5.77,Hyundai
359,Maruti Vitara Brezza ZDi Plus,Hyderabad,3,39000,Diesel,Manual,First,24.3,1248,88.5,5.0,9.49,Maruti
360,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,12,99000,Diesel,Automatic,Third,12.07,2967,241.4,7.0,12.95,Audi
361,Mercedes-Benz GLA Class 200 CDI,Chennai,5,38000,Diesel,Automatic,First,17.9,2143,136.0,5.0,20.0,Mercedes
362,Maruti 800 AC,Chennai,13,72000,Petrol,Manual,Third,16.1,796,37.0,4.0,1.0,Maruti
363,Renault Duster 85PS Diesel RxL,Chennai,5,93000,Diesel,Manual,Second,20.45,1461,83.8,5.0,7.1,Renault
364,Toyota Corolla Altis D-4D GL,Mumbai,3,5900,Diesel,Manual,First,21.43,1364,87.2,5.0,16.5,Toyota
365,Mercedes-Benz New C-Class 220,Chennai,6,25000,Diesel,Manual,First,15.8,2148,170.0,5.0,26.0,Mercedes
366,Maruti Ritz VDi,Hyderabad,10,68000,Diesel,Manual,Second,21.1,1248,73.9,5.0,3.2,Maruti
367,Honda BRV i-VTEC V CVT,Kochi,3,35676,Petrol,Automatic,First,16.0,1497,117.3,7.0,9.48,Honda
368,Hyundai Xcent 1.1 CRDi Base,Kochi,5,74310,Diesel,Manual,First,24.4,1120,71.0,5.0,4.0,Hyundai
369,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,6,59364,Diesel,Automatic,First,14.21,2143,203.0,5.0,26.5,Mercedes
370,Mercedes-Benz B Class B180,Kochi,6,41380,Petrol,Automatic,Second,14.8,1595,120.7,5.0,11.77,Mercedes
371,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,3,33900,Diesel,Automatic,First,15.0,2143,204.0,5.0,37.0,Mercedes
372,Honda City i VTEC VX Option,Mumbai,4,28000,Petrol,Manual,First,17.8,1497,117.3,5.0,8.75,Honda
373,Honda City 1.5 S MT,Chennai,9,93982,Petrol,Manual,First,17.0,1497,118.0,5.0,3.75,Honda
374,Hyundai Verna Transform VTVT,Pune,10,95000,Petrol,Manual,First,16.2,1599,103.2,5.0,2.5,Hyundai
375,Jaguar XE Portfolio,Mumbai,3,9000,Petrol,Automatic,First,13.5,1999,246.74,5.0,34.5,Jaguar
376,Honda Amaze S i-Vtech,Delhi,5,52516,Petrol,Manual,First,18.0,1198,86.7,5.0,4.65,Honda
377,Mini Cooper Convertible 1.6,Bangalore,5,20000,Petrol,Automatic,First,18.86,1598,122.0,4.0,32.0,Mini
378,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,3,56451,Diesel,Automatic,First,13.5,2987,282.0,5.0,62.81,Mercedes
379,Hyundai EON Magna Plus,Chennai,6,37000,Petrol,Manual,First,21.1,814,55.2,5.0,3.25,Hyundai
380,Maruti Wagon R VXI BS IV,Kolkata,6,17400,Petrol,Manual,First,20.51,998,67.04,5.0,3.1,Maruti
381,Maruti Ritz LDi,Coimbatore,9,90207,Diesel,Manual,First,21.1,1248,73.9,5.0,3.91,Maruti
382,BMW 3 Series 320d Sedan,Chennai,9,89616,Diesel,Automatic,First,16.07,1995,181.0,5.0,11.0,BMW
383,Tata Xenon XT EX 4X2,Pune,6,85000,Diesel,Manual,First,13.49,2179,138.03,5.0,3.5,Tata
384,Audi A3 35 TDI Attraction,Chennai,6,79271,Diesel,Automatic,First,20.38,1968,143.0,5.0,16.5,Audi
385,Land Rover Range Rover 2.2L Dynamic,Hyderabad,8,56000,Diesel,Automatic,First,12.7,2179,187.7,5.0,30.0,Land
386,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,10,85001,Diesel,Automatic,Second,12.0,2987,224.0,7.0,28.0,Mercedes
387,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2,12000,Diesel,Automatic,First,13.5,2477,175.56,7.0,28.0,Mitsubishi
388,Maruti Alto LX,Jaipur,10,125000,Petrol,Manual,First,19.7,796,46.3,5.0,0.92,Maruti
389,Maruti Wagon R LXI BSIII,Pune,7,53000,Petrol,Manual,First,14.0,1061,64.0,5.0,2.75,Maruti
390,Land Rover Range Rover 2.2L Prestige,Coimbatore,3,34990,Diesel,Automatic,First,12.7,2179,187.7,5.0,53.83,Land
391,Hyundai Verna 1.6 SX VTVT,Pune,9,49768,Petrol,Manual,Second,17.01,1591,121.3,5.0,4.95,Hyundai
392,BMW 5 Series 525d Sedan,Hyderabad,7,56000,Diesel,Automatic,First,16.73,2993,218.0,5.0,33.5,BMW
393,Jaguar XF Diesel,Bangalore,7,75000,Diesel,Automatic,First,14.74,2993,270.9,5.0,27.95,Jaguar
394,Skoda Superb Elegance 1.8 TSI AT,Hyderabad,10,57000,Petrol,Automatic,First,13.7,1798,157.75,5.0,7.25,Skoda
395,Audi Q3 35 TDI Quattro Premium,Kochi,3,37542,Diesel,Automatic,First,15.73,1968,174.33,5.0,25.71,Audi
396,Land Rover Range Rover 2.2L Pure,Coimbatore,6,95649,Diesel,Automatic,First,12.7,2179,187.7,5.0,29.67,Land
397,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,7,35299,Diesel,Automatic,First,14.84,2143,170.0,5.0,19.0,Mercedes
398,Mahindra Scorpio S10 4WD,Kochi,3,28464,Diesel,Manual,First,15.4,2179,120.0,7.0,13.05,Mahindra
399,BMW 3 Series Luxury Line,Mumbai,5,41000,Diesel,Automatic,First,21.76,1995,190.0,5.0,25.5,BMW
400,Honda BR-V i-VTEC S MT,Pune,3,9000,Petrol,Manual,First,15.4,1497,117.3,7.0,8.5,Honda
401,Volvo S80 2006-2013 D5,Chennai,10,92098,Diesel,Automatic,Second,16.0,2400,215.0,5.0,7.25,Volvo
402,Hyundai Accent GLE,Pune,15,5834,Petrol,Manual,First,13.2,1495,94.0,5.0,0.8,Hyundai
403,Hyundai i20 Active SX Petrol,Jaipur,3,40250,Petrol,Manual,First,17.19,1197,81.86,5.0,6.9,Hyundai
404,Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2,22397,Petrol,Automatic,First,11.5,2996,367.0,5.0,70.99,Mercedes
405,Hyundai EON Magna Plus,Kolkata,5,20800,Petrol,Manual,Second,21.1,814,55.2,5.0,2.25,Hyundai
406,Hyundai Grand i10 SportZ Edition,Kochi,2,40322,Petrol,Manual,First,18.9,1197,81.86,5.0,5.5,Hyundai
407,Honda City 1.5 EXI S,Mumbai,7,52576,Petrol,Manual,First,13.0,1493,100.0,5.0,4.35,Honda
408,Volkswagen Polo Petrol Trendline 1.2L,Kolkata,10,55000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.25,Volkswagen
409,Audi A6 35 TFSI Matrix,Mumbai,4,47000,Petrol,Automatic,First,15.26,1798,187.74,5.0,24.5,Audi
410,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,3,23163,Petrol,Manual,First,15.29,1591,121.3,5.0,12.03,Hyundai
411,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,9,50000,Petrol,Automatic,Second,11.74,1796,186.0,5.0,8.5,Mercedes
412,Mini Cooper Convertible S,Mumbai,6,11900,Petrol,Automatic,First,16.82,1998,189.08,4.0,28.5,Mini
